smiles,DSSTox_CID,Formula,FW,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Compound ID,Sample ID,Stoichiometry,Alt ID,PUBCHEM_SID
CCO[Si](C)(C)OCC,,,,,,,,,,,,,,,,NCGC00357107,NCGC00357107-01,0,,
C[SiH](C)O[SiH](C)C,,,,,,,,,,,,,,,,NCGC00357106,NCGC00357106-01,0,,
CC(=O)[CH-]/C(C)=[O+]\[Al](/[O+]=C(/C)[CH-]C(C)=O)/[O+]=C(/C)[CH-]C(C)=O,,,,,,,,,,,,,,,,NCGC00357047,NCGC00357047-01,0,,
CC(=O)[CH-]/C(C)=[O+]\[Cr](/[O+]=C(/C)[CH-]C(C)=O)/[O+]=C(/C)[CH-]C(C)=O,,,,,,,,,,,,,,,,NCGC00357174,NCGC00357174-01,0,,
CC(=O)[CH-]/C(C)=[O+]\[Fe](/[O+]=C(/C)[CH-]C(C)=O)/[O+]=C(/C)[CH-]C(C)=O,,,,,,,,,,,,,,,,NCGC00357090,NCGC00357090-01,0,,
CC(C)=CCC[C@H](C)CC=O,,,,,,,,,,,,,,,,NCGC00357204,NCGC00357204-01,0,,
CCC(=O)OC/C=C(\C)CCC=C(C)C,,,,,,,,,,,,,,,,NCGC00357214,NCGC00357214-01,0,,
CC(C)=CCCC(C)CCOC(=O)C(C)C,,,,,,,,,,,,,,,,NCGC00357124,NCGC00357124-01,0,,
C=CC/C=C/C/C=C/C/C=C/C,,,,,,,,,,,,,,,,NCGC00356983,NCGC00356983-01,0,,
C=C(C)CCCC,,,,,,,,,,,,,,,,NCGC00357092,NCGC00357092-01,0,,
C=C(C)CCO,,,,,,,,,,,,,,,,NCGC00357042,NCGC00357042-01,0,,
C=C[Si](C)(C)Cl,,,,,,,,,,,,,,,,NCGC00357036,NCGC00357036-01,0,,
C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C,,,,,,,,,,,,,,,,NCGC00357089,NCGC00357089-01,0,,
C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,,,,,,,,,,,,,,,,NCGC00357170,NCGC00357170-01,0,,
C=CC(=O)OCCOC1C2CCC1C1CC=CC12,,,,,,,,,,,,,,,,NCGC00357132,NCGC00357132-01,0,,
C=CC(C)(C)O,,,,,,,,,,,,,,,,NCGC00357265,NCGC00357265-01,0,,
C=CC(C)C#N,,,,,,,,,,,,,,,,NCGC00357260,NCGC00357260-01,0,,
C=CC=CC=CCCCCC,,,,,,,,,,,,,,,,NCGC00357023,NCGC00357023-01,0,,
C=Cc1ccncc1,,,,,,,,,,,,,,,,NCGC00357114,NCGC00357114-01,0,,
C=COCCCC,,,,,,,,,,,,,,,,NCGC00357033,NCGC00357033-01,0,,
C=COCCCl,,,,,,,,,,,,,,,,NCGC00357120,NCGC00357120-01,0,,
C1=CCCC1,,,,,,,,,,,,,,,,NCGC00356963,NCGC00356963-01,0,,
c1ccc(-c2ccccc2-c2ccccc2)cc1,,,,,,,,,,,,,,,,NCGC00357055,NCGC00357055-01,0,,
c1ccc2c(c1)CCC2,,,,,,,,,,,,,,,,NCGC00357139,NCGC00357139-01,0,,
c1cc[c]([Sb]([c]2ccccc2)[c]2ccccc2)cc1,,,,,,,,,,,,,,,,NCGC00357242,NCGC00357242-01,0,,
c1cc[nH]c1,,,,,,,,,,,,,,,,NCGC00357161,NCGC00357161-01,0,,
C1CCSC1,,,,,,,,,,,,,,,,NCGC00357279,NCGC00357279-01,0,,
c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,,,,,,,,,,,,,,,,NCGC00357288,NCGC00357288-01,0,,
C=C(C)C1CCC(C)CC1O,,,,,,,,,,,,,,,,NCGC00356973,NCGC00356973-01,0,,
CCC=C(C)C=O,,,,,,,,,,,,,,,,NCGC00357143,NCGC00357143-01,0,,
CC(=O)CC(N)=O,,,,,,,,,,,,,,,,NCGC00357182,NCGC00357182-01,0,,
CCCC(C)CCC(C)=O,,,,,,,,,,,,,,,,NCGC00356971,NCGC00356971-01,0,,
CCCCCCCCC(C)=O,,,,,,,,,,,,,,,,NCGC00357084,NCGC00357084-01,0,,
CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,,,,,,,,,,,,,,,,NCGC00357112,NCGC00357112-01,0,,
CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C,,,,,,,,,,,,,,,,NCGC00356962,NCGC00356962-01,0,,
CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2,,,,,,,,,,,,,,,,NCGC00356993,NCGC00356993-01,0,,
CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,,,,,,,,,,,,,,,,NCGC00357284,NCGC00357284-01,0,,
CC(C)(C)C1=CC(=O)C(C(C)(C)C)=CC1=O,,,,,,,,,,,,,,,,NCGC00357046,NCGC00357046-01,0,,
CSc1nnc(C(C)(C)C)c(=O)[nH]1,,,,,,,,,,,,,,,,NCGC00357000,NCGC00357000-01,0,,
CCC(C)c1cc(C(C)(C)C)cc(-n2nc3ccccc3n2)c1O,,,,,,,,,,,,,,,,NCGC00357012,NCGC00357012-01,0,,
Cc1cc(C)c(O)c(C(C)(C)C)c1,,,,,,,,,,,,,,,,NCGC00356939,NCGC00356939-01,0,,
CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,,,,,,,,,,,,,,,,NCGC00356955,NCGC00356955-01,0,,
CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,,,,,,,,,,,,,,,,NCGC00357262,NCGC00357262-01,0,,
CC(C)(C)c1ccc(OC2CCCCC2O)cc1,,,,,,,,,,,,,,,,NCGC00356991,NCGC00356991-01,0,,
CC(c1cc(C(C)(C)C)cc(C(C)(C)C)c1O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O,,,,,,,,,,,,,,,,NCGC00357203,NCGC00357203-01,0,,
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,,,,,,,,,,,,,,,,NCGC00357049,NCGC00357049-01,0,,
CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,,,,,,,,,,,,,,,,NCGC00357164,NCGC00357164-01,0,,
CCC(C)(OOC(C)(C)C)OOC(C)(C)C,,,,,,,,,,,,,,,,NCGC00357073,NCGC00357073-01,0,,
CC(C)(COCC1CO1)COCC1CO1,,,,,,,,,,,,,,,,NCGC00357043,NCGC00357043-01,0,,
CC(C)C(=O)C(C)C,,,,,,,,,,,,,,,,NCGC00357269,NCGC00357269-01,0,,
CC(C)C(=O)OCc1ccccc1,,,,,,,,,,,,,,,,NCGC00357266,NCGC00357266-01,0,,
CC(C)C(=O)Cl,,,,,,,,,,,,,,,,NCGC00357076,NCGC00357076-01,0,,
CC(C)c1ccccc1N,,,,,,,,,,,,,,,,NCGC00357153,NCGC00357153-01,0,,
CC(C)CBr,,,,,,,,,,,,,,,,NCGC00357138,NCGC00357138-01,0,,
CC(C)CCOCCC(C)C,,,,,,,,,,,,,,,,NCGC00357071,NCGC00357071-01,0,,
CC=CC(=O)OCC(C)C,,,,,,,,,,,,,,,,NCGC00357274,NCGC00357274-01,0,,
COCCc1ccc(OCC(O)CNC(C)C)cc1,,,,,,,,,,,,,,,,NCGC00356981,NCGC00356981-01,0,,
CC(C)OP(OC(C)C)OC(C)C,,,,,,,,,,,,,,,,NCGC00357278,NCGC00357278-01,0,,
CC(C=O)c1ccccc1,,,,,,,,,,,,,,,,NCGC00357113,NCGC00357113-01,0,,
CC(c1ccccc1)(c1ccc(O)cc1)c1ccc(O)cc1,,,,,,,,,,,,,,,,NCGC00357218,NCGC00357218-01,0,,
CC(c1ccc(O)cc1)c1ccc(O)cc1,,,,,,,,,,,,,,,,NCGC00357018,NCGC00357018-01,0,,
CCC(C)C(=O)OC,,,,,,,,,,,,,,,,NCGC00357048,NCGC00357048-01,0,,
CCC(=O)CC(C)CC,,,,,,,,,,,,,,,,NCGC00357162,NCGC00357162-01,0,,
CCCC(C)C=O,,,,,,,,,,,,,,,,NCGC00356941,NCGC00356941-01,0,,
CCOC(=O)CC(C)O,,,,,,,,,,,,,,,,NCGC00357184,NCGC00357184-01,0,,
CCSC(C)CC1CC(=O)C(/C(CC)=N/OC/C=C/Cl)=C(O)C1,,,,,,,,,,,,,,,,NCGC00357238,NCGC00357238-01,0,,
C/C=C/C(=O)C1=C(C)C=CCC1(C)C,,,,,,,,,,,,,,,,NCGC00357220,NCGC00357220-01,0,,
C=C(/C=C/C)C1=C(C)CCCC1(C)C,,,,,,,,,,,,,,,,NCGC00357252,NCGC00357252-01,0,,
CC=CCO,,,,,,,,,,,,,,,,NCGC00357159,NCGC00357159-01,0,,
CC1(C)C(=O)N(CO)C(=O)N1CO,,,,,,,,,,,,,,,,NCGC00356947,NCGC00356947-01,0,,
CC1(C)COCN1,,,,,,,,,,,,,,,,NCGC00357063,NCGC00357063-01,0,,
CCC1(C)C(=O)N(Cl)C(=O)N1Cl,,,,,,,,,,,,,,,,NCGC00356982,NCGC00356982-01,0,,
Cc1cc(C)[nH]c(=O)n1.O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,,,,,,,,,,,,,,,,NCGC00357219,NCGC00357219-01,0,,
CC1=CC[C@@H](C(C)(C)O)CC1,,,,,,,,,,,,,,,,NCGC00357037,NCGC00357037-01,0,,
CC1=CCC(=O)O1,,,,,,,,,,,,,,,,NCGC00356975,NCGC00356975-01,0,,
Cc1c[nH]c(=O)[nH]c1=O,,,,,,,,,,,,,,,,NCGC00357169,NCGC00357169-01,0,,
Cc1cc(C)c(C=O)c(C)c1,,,,,,,,,,,,,,,,NCGC00357022,NCGC00357022-01,0,,
CC(C)=CC1CC(C)CCO1,,,,,,,,,,,,,,,,NCGC00357165,NCGC00357165-01,0,,
CNC(=O)Oc1cc(C)c(SC)c(C)c1,,,,,,,,,,,,,,,,NCGC00357122,NCGC00357122-01,0,,
Cc1cccc(N(C)C)c1,,,,,,,,,,,,,,,,NCGC00357212,NCGC00357212-01,0,,
Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,,,,,,,,,,,,,,,,NCGC00357263,NCGC00357263-01,0,,
CSc1ccc(O)cc1C,,,,,,,,,,,,,,,,NCGC00357052,NCGC00357052-01,0,,
Cc1ccc2[nH]nnc2c1,,,,,,,,,,,,,,,,NCGC00356952,NCGC00356952-01,0,,
Cc1ccc(C=O)cc1,,,,,,,,,,,,,,,,NCGC00357225,NCGC00357225-01,0,,
Cc1ccc(C(=O)Cl)cc1,,,,,,,,,,,,,,,,NCGC00357105,NCGC00357105-01,0,,
CC1CCC(C(C)(C)O)CC1,,,,,,,,,,,,,,,,NCGC00356944,NCGC00356944-01,0,,
Cc1ccc(S(=O)(=O)C(I)I)cc1,,,,,,,,,,,,,,,,NCGC00356977,NCGC00356977-01,0,,
COc1cc(C(C)C)ccc1C,,,,,,,,,,,,,,,,NCGC00357053,NCGC00357053-01,0,,
Cc1ccc(CCl)cc1,,,,,,,,,,,,,,,,NCGC00357202,NCGC00357202-01,0,,
Cc1ccc2nc3sc(=O)sc3nc2c1,,,,,,,,,,,,,,,,NCGC00357013,NCGC00357013-01,0,,
Cc1cccc(C)c1C,,,,,,,,,,,,,,,,NCGC00357131,NCGC00357131-01,0,,
Cc1cccc(C)n1,,,,,,,,,,,,,,,,NCGC00357127,NCGC00357127-01,0,,
C=Cc1cccc(C)c1,,,,,,,,,,,,,,,,NCGC00357147,NCGC00357147-01,0,,
CC1CCCCC1,,,,,,,,,,,,,,,,NCGC00357267,NCGC00357267-01,0,,
CCc1ccccc1C,,,,,,,,,,,,,,,,NCGC00356979,NCGC00356979-01,0,,
Cc1cncc(C)c1,,,,,,,,,,,,,,,,NCGC00357179,NCGC00357179-01,0,,
CC1CNCC(C)O1,,,,,,,,,,,,,,,,NCGC00356945,NCGC00356945-01,0,,
Cc1cnccn1,,,,,,,,,,,,,,,,NCGC00357068,NCGC00357068-01,0,,
COC[C@H](C)N(C(=O)CCl)c1c(C)csc1C,,,,,,,,,,,,,,,,NCGC00357002,NCGC00357002-01,0,,
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,,,,,,,,,,,,,,,,NCGC00356974,NCGC00356974-01,0,,
Cc1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1,,,,,,,,,,,,,,,,NCGC00357109,NCGC00357109-01,0,,
Cc1cccc2c1ccc1ccccc12,,,,,,,,,,,,,,,,NCGC00356988,NCGC00356988-01,0,,
Cc1ccc2sc3cccc(C)c3c2c1,,,,,,,,,,,,,,,,NCGC00357117,NCGC00357117-01,0,,
CCC(=O)O,,,,,,,,,,,,,,,,NCGC00357239,NCGC00357239-01,0,,
CCC(=O)OCC=Cc1ccccc1,,,,,,,,,,,,,,,,NCGC00356961,NCGC00356961-01,0,,
CCC(C)c1ccccc1,,,,,,,,,,,,,,,,NCGC00356966,NCGC00356966-01,0,,
CCC(O)CO,,,,,,,,,,,,,,,,NCGC00356996,NCGC00356996-01,0,,
CCc1c(C)cc(N)c(CC)c1N,,,,,,,,,,,,,,,,NCGC00356950,NCGC00356950-01,0,,
CCc1cccc(CC)c1,,,,,,,,,,,,,,,,NCGC00356969,NCGC00356969-01,0,,
CCC1CCCCC1,,,,,,,,,,,,,,,,NCGC00357050,NCGC00357050-01,0,,
CCc1ccc(C)nc1,,,,,,,,,,,,,,,,NCGC00357258,NCGC00357258-01,0,,
CCCC(O)C(O)CO,,,,,,,,,,,,,,,,NCGC00357186,NCGC00357186-01,0,,
CCCCCCCC(C)=O,,,,,,,,,,,,,,,,NCGC00357115,NCGC00357115-01,0,,
CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,,,,,,,,,,,,,,,,NCGC00356940,NCGC00356940-01,0,,
CCCCCCCCCCc1ccccc1,,,,,,,,,,,,,,,,NCGC00357130,NCGC00357130-01,0,,
CCCCCCCCCCCCCc1ccccc1,,,,,,,,,,,,,,,,NCGC00356959,NCGC00356959-01,0,,
CCCCCCCCCCCCCCCCCO,,,,,,,,,,,,,,,,NCGC00356985,NCGC00356985-01,0,,
CCCCCCS,,,,,,,,,,,,,,,,NCGC00357125,NCGC00357125-01,0,,
CCCCN(C)C,,,,,,,,,,,,,,,,NCGC00357270,NCGC00357270-01,0,,
CCCCOP(=O)(CCCC)OCCCC,,,,,,,,,,,,,,,,NCGC00357031,NCGC00357031-01,0,,
CCCCOP(OCCCC)OCCCC,,,,,,,,,,,,,,,,NCGC00357137,NCGC00357137-01,0,,
CCN(CC)C(=O)Cl,,,,,,,,,,,,,,,,NCGC00357102,NCGC00357102-01,0,,
CCN(CC)c1cccc(C)c1,,,,,,,,,,,,,,,,NCGC00357228,NCGC00357228-01,0,,
CCN(CC)c1ccc(/N=N/c2ccccc2)cc1,,,,,,,,,,,,,,,,NCGC00356965,NCGC00356965-01,0,,
CCN(CC)c1ccc(C=O)cc1,,,,,,,,,,,,,,,,NCGC00357151,NCGC00357151-01,0,,
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,,,,,,,,,,,,,,,,NCGC00357280,NCGC00357280-01,0,,
CCn1c2ccccc2c2ccccc21,,,,,,,,,,,,,,,,NCGC00357097,NCGC00357097-01,0,,
CCOB(OCC)OCC,,,,,,,,,,,,,,,,NCGC00357272,NCGC00357272-01,0,,
CCOC(/C=C(\C)CCC=C(C)C)OCC,,,,,,,,,,,,,,,,NCGC00357229,NCGC00357229-01,0,,
CCOC(=O)OC(=O)OCC,,,,,,,,,,,,,,,,NCGC00357200,NCGC00357200-01,0,,
CC=Cc1ccc(OCC)c(O)c1,,,,,,,,,,,,,,,,NCGC00357273,NCGC00357273-01,0,,
CCCCOCC,,,,,,,,,,,,,,,,NCGC00357088,NCGC00357088-01,0,,
CCOCOCC,,,,,,,,,,,,,,,,NCGC00357101,NCGC00357101-01,0,,
CCOP(=O)(OCC)SCCSCC,,,,,,,,,,,,,,,,NCGC00357287,NCGC00357287-01,0,,
CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,,,,,,,,,,,,,,,,NCGC00357253,NCGC00357253-01,0,,
CCOP(=S)(OCC)SCS(=O)(=O)CC,,,,,,,,,,,,,,,,NCGC00357177,NCGC00357177-01,0,,
CC(Cl)CN(C)C.Cl,,,,,,,,,,,,,,,,NCGC00357152,NCGC00357152-01,0,,
Cl.Cl.Nc1ccc(N)cc1,,,,,,,,,,,,,,,,NCGC00357140,NCGC00357140-01,0,,
CN(C)CCCl.Cl,,,,,,,,,,,,,,,,NCGC00357086,NCGC00357086-01,0,,
Cl.ClCCN1CCOCC1,,,,,,,,,,,,,,,,NCGC00357150,NCGC00357150-01,0,,
Cl.ClCCNCCCl,,,,,,,,,,,,,,,,NCGC00357040,NCGC00357040-01,0,,
CCOC(=O)CN.Cl,,,,,,,,,,,,,,,,NCGC00357232,NCGC00357232-01,0,,
CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,,,,,,,,,,,,,,,,NCGC00357172,NCGC00357172-01,0,,
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl,,,,,,,,,,,,,,,,NCGC00357135,NCGC00357135-01,0,,
[Cl][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1,,,,,,,,,,,,,,,,NCGC00357207,NCGC00357207-01,0,,
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C(\Cl)C(F)(F)F,,,,,,,,,,,,,,,,NCGC00356990,NCGC00356990-01,0,,
Cl/C=C\CCl,,,,,,,,,,,,,,,,NCGC00357276,NCGC00357276-01,0,,
CCCCCCCCCCCC(=O)Cl,,,,,,,,,,,,,,,,NCGC00357016,NCGC00357016-01,0,,
O=C(Cl)OCCOC(=O)Cl,,,,,,,,,,,,,,,,NCGC00357247,NCGC00357247-01,0,,
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,NCGC00357183,NCGC00357183-01,0,,
O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,,,,,,,,,,,,,,,,NCGC00357286,NCGC00357286-01,0,,
C#CC1=C(C#C)C(=O)C(Cl)=C(Cl)C1=O,,,,,,,,,,,,,,,,NCGC00357255,NCGC00357255-01,0,,
Cc1cc(Cl)ccc1O[C@H](C)C(=O)O,,,,,,,,,,,,,,,,NCGC00357025,NCGC00357025-01,0,,
C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O,,,,,,,,,,,,,,,,NCGC00357008,NCGC00357008-01,0,,
CC(C)N.O=C(O)COc1ccc(Cl)cc1Cl,,,,,,,,,,,,,,,,NCGC00356987,NCGC00356987-01,0,,
Clc1ccc2c(Cl)ccnc2c1,,,,,,,,,,,,,,,,NCGC00357128,NCGC00357128-01,0,,
N#CCc1ccc(Cl)cc1,,,,,,,,,,,,,,,,NCGC00357129,NCGC00357129-01,0,,
Clc1ccc(-c2ccccc2)cc1,,,,,,,,,,,,,,,,NCGC00356978,NCGC00356978-01,0,,
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,,,,,,,,,,,,,,,,NCGC00357072,NCGC00357072-01,0,,
Clc1cccc(Cl)n1,,,,,,,,,,,,,,,,NCGC00357195,NCGC00357195-01,0,,
Clc1cccnc1,,,,,,,,,,,,,,,,NCGC00357215,NCGC00357215-01,0,,
Clc1nc2ccccc2s1,,,,,,,,,,,,,,,,NCGC00357038,NCGC00357038-01,0,,
ClC1=C(Cl)[C@]2(Cl)[C@H]3C[C@@H](Cl)C(Cl)[C@H]3[C@@]1(Cl)C2(Cl)Cl,,,,,,,,,,,,,,,,NCGC00357208,NCGC00357208-01,0,,
ClC1=C(Cl)[C@]2(Cl)[C@H]3C[C@H](Cl)C(Cl)[C@H]3[C@@]1(Cl)C2(Cl)Cl,,,,,,,,,,,,,,,,NCGC00357099,NCGC00357099-01,0,,
C[CH2][Hg][N]1C(=O)C2C(C1=O)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,,,,,,,,,,,,,,,,NCGC00357007,NCGC00357007-01,0,,
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,,,,,,,,,,,,,,,,NCGC00356989,NCGC00356989-01,0,,
Clc1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,,,,,NCGC00357246,NCGC00357246-01,0,,
O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,,,,,,,,,,,,,,,,NCGC00357081,NCGC00357081-01,0,,
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,,,,,,,,,,,,,,,,NCGC00357281,NCGC00357281-01,0,,
NC(=O)CCl,,,,,,,,,,,,,,,,NCGC00357244,NCGC00357244-01,0,,
ClCc1ccccc1CCl,,,,,,,,,,,,,,,,NCGC00357194,NCGC00357194-01,0,,
OCCCCl,,,,,,,,,,,,,,,,NCGC00357193,NCGC00357193-01,0,,
CCCCCCCCCCCCS(=O)(=O)Cl,,,,,,,,,,,,,,,,NCGC00357006,NCGC00357006-01,0,,
C=CC(=O)N(C)C,,,,,,,,,,,,,,,,NCGC00357041,NCGC00357041-01,0,,
CN(C)CCN1CCOCC1,,,,,,,,,,,,,,,,NCGC00357074,NCGC00357074-01,0,,
Cn1cccc1,,,,,,,,,,,,,,,,NCGC00357166,NCGC00357166-01,0,,
CN1CCN(C)CC1,,,,,,,,,,,,,,,,NCGC00357070,NCGC00357070-01,0,,
Cn1ccnc1,,,,,,,,,,,,,,,,NCGC00357222,NCGC00357222-01,0,,
CN1CN(C)CN(C)C1,,,,,,,,,,,,,,,,NCGC00357245,NCGC00357245-01,0,,
CO[Si](CCC1CCC2OC2C1)(OC)OC,,,,,,,,,,,,,,,,NCGC00357217,NCGC00357217-01,0,,
CO[Si](CCCNCCNCCN)(OC)OC,,,,,,,,,,,,,,,,NCGC00357015,NCGC00357015-01,0,,
CO[Si](OC)(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,NCGC00357261,NCGC00357261-01,0,,
CCCCCCCC(OC)OC,,,,,,,,,,,,,,,,NCGC00357060,NCGC00357060-01,0,,
CC=Cc1ccc(OC)c(OC)c1,,,,,,,,,,,,,,,,NCGC00357104,NCGC00357104-01,0,,
COc1ccc(C#N)cc1,,,,,,,,,,,,,,,,NCGC00357248,NCGC00357248-01,0,,
COc1ccc(OC)c(C=O)c1,,,,,,,,,,,,,,,,NCGC00357176,NCGC00357176-01,0,,
COc1cccc(OC)c1O,,,,,,,,,,,,,,,,NCGC00357187,NCGC00357187-01,0,,
COc1ccccc1C=O,,,,,,,,,,,,,,,,NCGC00357066,NCGC00357066-01,0,,
CCNc1nc(NC(C)(C)C)nc(OC)n1,,,,,,,,,,,,,,,,NCGC00357154,NCGC00357154-01,0,,
COc1nccnc1CC(C)C,,,,,,,,,,,,,,,,NCGC00357216,NCGC00357216-01,0,,
COc1ccc(OC)c(/N=N/c2c(O)ccc3ccccc23)c1,,,,,,,,,,,,,,,,NCGC00357148,NCGC00357148-01,0,,
COS(=O)(=O)c1ccc(C)cc1,,,,,,,,,,,,,,,,NCGC00357078,NCGC00357078-01,0,,
CS(C)(=O)=O,,,,,,,,,,,,,,,,NCGC00357027,NCGC00357027-01,0,,
COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,,,,,,,,,,,,,,,,NCGC00357134,NCGC00357134-01,0,,
N#Cc1ccc(C/C(=N\NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2cccc(C(F)(F)F)c2)cc1,,,,,,,,,,,,,,,,NCGC00357180,NCGC00357180-01,0,,
C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O,,,,,,,,,,,,,,,,NCGC00356986,NCGC00356986-01,0,,
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,,,,,,,,,,,,,,NCGC00356946,NCGC00356946-01,0,,
Oc1c(I)cc(I)cc1I,,,,,,,,,,,,,,,,NCGC00356970,NCGC00356970-01,0,,
Oc1ccc(I)cc1,,,,,,,,,,,,,,,,NCGC00357191,NCGC00357191-01,0,,
N#C/C=C/c1ccccc1,,,,,,,,,,,,,,,,NCGC00357077,NCGC00357077-01,0,,
CC(O)C#N,,,,,,,,,,,,,,,,NCGC00357069,NCGC00357069-01,0,,
N#Cc1cc([N+](=O)[O-])ccc1N,,,,,,,,,,,,,,,,NCGC00356958,NCGC00356958-01,0,,
N#Cc1ccc(O)cc1,,,,,,,,,,,,,,,,NCGC00357121,NCGC00357121-01,0,,
N#Cc1ccccc1Cl,,,,,,,,,,,,,,,,NCGC00357067,NCGC00357067-01,0,,
N#Cc1ccccc1N,,,,,,,,,,,,,,,,NCGC00357243,NCGC00357243-01,0,,
N#CCCO,,,,,,,,,,,,,,,,NCGC00357100,NCGC00357100-01,0,,
N#CCCOCCC#N,,,,,,,,,,,,,,,,NCGC00356960,NCGC00356960-01,0,,
NC(=O)C1CO1,,,,,,,,,,,,,,,,NCGC00357136,NCGC00357136-01,0,,
C=CCOC(N)=O,,,,,,,,,,,,,,,,NCGC00357158,NCGC00357158-01,0,,
Nc1cc([N+](=O)[O-])cc(Cl)c1O,,,,,,,,,,,,,,,,NCGC00356942,NCGC00356942-01,0,,
Nc1cc([N+](=O)[O-])ccc1Cl,,,,,,,,,,,,,,,,NCGC00357126,NCGC00357126-01,0,,
CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1,,,,,,,,,,,,,,,,NCGC00357110,NCGC00357110-01,0,,
Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,,,,,,,,,,,,,,,,NCGC00357178,NCGC00357178-01,0,,
Nc1ccc([N+](=O)[O-])cc1Cl,,,,,,,,,,,,,,,,NCGC00357167,NCGC00357167-01,0,,
Nc1cccnc1N,,,,,,,,,,,,,,,,NCGC00357096,NCGC00357096-01,0,,
Nc1ccc(Cl)cc1C(=O)c1ccccc1,,,,,,,,,,,,,,,,NCGC00357230,NCGC00357230-01,0,,
NCc1ccco1,,,,,,,,,,,,,,,,NCGC00357257,NCGC00357257-01,0,,
COP(N)(=S)OC,,,,,,,,,,,,,,,,NCGC00356951,NCGC00356951-01,0,,
O.O.O.O.O.O.[Cl][Dy]([Cl])[Cl],,,,,,,,,,,,,,,,NCGC00357241,NCGC00357241-01,0,,
O.O.O.O.O.O.[Cl][Eu]([Cl])[Cl],,,,,,,,,,,,,,,,NCGC00357024,NCGC00357024-01,0,,
O.O.O.O.O.O.[Cl][Sc]([Cl])[Cl],,,,,,,,,,,,,,,,NCGC00357233,NCGC00357233-01,0,,
O=C[C@H](O)[C@H](O)[C@H](O)CO,,,,,,,,,,,,,,,,NCGC00357197,NCGC00357197-01,0,,
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,,,,,,,,,,,,,,,,NCGC00357149,NCGC00357149-01,0,,
