smiles,DSSTox_CID,Formula,FW,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,24768,C7H7BrN4O2,259.0601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Cc1ccc(Cl)cc1,4814,C7H7Cl,126.5835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)N=Nc1ccccc1,1128,C8H11N3,149.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COCCOCCOC,4621,C6H14O3,134.1736,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1217,C12H13ClN4,248.7114,1.0,1.0,0.0,0.0,,0.0,,,,,0.0,
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,6563,C22H43NO3,369.5817,0.0,,0.0,,,0.0,,,0.0,,,0.0
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,27497,C26H42O4,418.6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,1214,C14H8O5,256.2103,0.0,,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
CCOC(=S)SSC(=S)OCC,21672,C6H10O2S4,242.4024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1,7721,C30H31N,405.5738,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,
C=CCN1C(=O)C(CC(C)C)NC1=S,2565,C10H16N2OS,212.3118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCCCCCCCCCCO,6915,C11H24O,172.3077,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0
c1cnc2c(c1)ccc1cccnc12,5857,C12H8N2,180.2053,0.0,0.0,,,,,,,,1.0,,
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],22,C14H7ClF3NO5,361.6573,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC#N)c1cccc(C)c1,8114,C11H14N2,174.2423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],28624,C21H38BrN,384.4371 (304.5326+79.9045),0.0,,,1.0,,0.0,,,,,1.0,
NNC(=S)NN,7461,CH6N4S,106.1501,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,1.0,,0.0
C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,26352,C31H43N3O8,585.6884,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,1.0
Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1,58,C6H4N4O4,196.1204,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,0.0
O=C([O-])c1nc(O)nc(O)n1.[K+],26568,C4H2KN3O4,195.1747 (156.0769+39.0978),0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1.Cl,25763,C10H14ClNO4,247.6755 (211.2145+36.4609),0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCCCCCCCC/C=C/CC1CC(=O)OC1=O,5217,C16H26O3,266.3758,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,290,C14H14ClN3O2S,323.7979,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0
O=C(O)CC(Cl)C(=O)O,1526,C4H5ClO4,152.5331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
CC(=O)OC1CC(C)OC(C)O1,480,C8H14O4,174.1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CCCn1cc[n+](C)c1.F[B-](F)(F)F,29107,C7H13BF4N2,211.9961 (125.1910+86.8052),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,20464,C43H53NO14,807.8792,0.0,,0.0,,0.0,0.0,,,0.0,,1.0,1.0
Oc1ccccc1-c1ccccc1,1151,C12H10O,170.2072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1.[Br-],25326,C32H55BrN4O,591.7093 (79.9045+511.8048),0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],14317,C21H38ClN,339.9861 (304.5326+35.4535),0.0,,0.0,,,0.0,,,,,1.0,
COc1cc2c(cc1N)oc1ccccc12,825,C13H11NO2,213.2319,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
CC(C)CC(=O)CC(C)CC(C)C,6998,C12H24O,184.3184,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,3159,C11H12I3NO2,570.9319,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0
c1ccc(N=Nc2ccccc2)cc1,123,C12H10N2,182.2212,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(N)cccc1N,7319,C7H10N2,122.1677,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,22436,C14H12O6S,308.3065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1,28633,C72H116O4,1045.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],5715,C17H18N2O6,346.3346,0.0,0.0,1.0,,,0.0,,0.0,,,,0.0
Nc1ccc(Nc2ccccc2)cc1,5895,C12H12N2,184.2371,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,
O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,25798,C36H45NO7,603.7450 (188.1794+415.5656),0.0,0.0,1.0,,,0.0,,,0.0,,,0.0
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1.[Cl-].[Cl-],26332,C14H20Cl6N2,429.0400 (35.4535+358.1329+35.4535),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCCC[n+]1ccccc1C.[Br-],29114,C10H16BrN,230.1447 (150.2402+79.9045),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
C=CCc1cc(OC)c2c(c1)OCO2,5693,C11H12O3,192.2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc(/N=N/c2ccc(N(C)C)cc2)c1,838,C15H17N3,239.3156,1.0,0.0,1.0,,1.0,0.0,,1.0,1.0,0.0,1.0,0.0
CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,25345,C10H26Cl2N2O2,277.2316 (204.3098+36.4609+36.4609),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COc1ccc(COC=O)cc1,27649,C9H10O3,166.1739,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Na+].[S-]c1nc2ccccc2s1,6035,C7H4NNaS2,189.2331 (166.2439+22.9892),0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,1.0,1.0,0.0
CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,9320,C17H27NO2,277.4018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C=C(C)C(=O)OCCOC1CC2CC1C1C=CCC21,21302,C16H22O3,262.3441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)C(=O)OCc1ccccc1,2193,C11H12O2,176.2118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1CCN(C(=O)C2CCCCC2)CC1,26288,C12H22N2O,210.3159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CNc1ccc(O)cc1.CNc1ccc(O)cc1.O=S(=O)(O)O,5565,C14H20N2O6S,344.3834 (123.1525+123.1525+98.0785),0.0,0.0,1.0,,0.0,,,1.0,,,1.0,
CCC=CC#N,5850,C5H7N,81.1158,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Clc1sc(Cl)c(Cl)c1Cl,22451,C4Cl4S,221.9198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCOC(=O)c1ccc(O)cc1,27933,C15H22O3,250.3334,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,1.0,0.0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,784,C24H36O5,404.5396,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,0.0
O=C(Cl)c1ccc(F)c(Cl)c1,29301,C7H3Cl2FO,193.0025,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1ccc(O)c([N+](=O)[O-])c1,64,C6H6N2O3,154.1234,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Cc1occc(=O)c1OC(=O)C(C)C,27701,C10H12O4,196.1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C([O-])C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1.[Na+],24684,C10H7N2NaO6S,306.2271 (283.2379+22.9892),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCCCC(=O)O,1666,C14H28O2,228.3709,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1.Cl,26798,C13H19Cl2F3N2O,347.2040 (310.7430+36.4609),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC12CCC(C[N+](C)(CCC[N+](C)(C)C)C1)C2(C)C.COS(=O)(=O)[O-].COS(=O)(=O)[O-],26115,C19H42N2O8S2,490.6754 (268.4800+111.0977+111.0977),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC(=O)OCCC(C)CC(C)(C)C,21270,C11H22O2,186.2912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)OC(=O)Nc1cccc(Cl)c1,764,C10H12ClNO2,213.6608,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,25907,C25H32ClFO5,466.97,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,,1.0,0.0
c1ccc(CCCc2ccccn2)cc1,22356,C14H15N,197.2756,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1N,3877,C7H9NO,123.1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.O.O.O.O=C1[O][Mg]2([O]C(=O)c3ccccc3[O]2)[O]c2ccccc21,26896,C14H16MgO10,368.5758 (296.5147+18.0153+18.0153+18.0153+18.0153),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC1(c2ccccc2)C(=O)NCNC1=O,3510,C12H14N2O2,218.2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1OCOCO1,1925,C3H6O3,90.0779,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc(/C=N/NC(=O)c2ccncc2)cc1OC,25002,C15H15N3O3,285.2979,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,25939,C20H18ClF2N3O3,421.8250 (36.4609+385.3641),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
CCc1ccccc1CC,7866,C10H14,134.2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl,27821,C30H33ClN2O2,489.0482 (36.4609+452.5873),0.0,1.0,0.0,,,1.0,,,0.0,,1.0,1.0
CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(C(=O)OC[C@H](COC(=O)N(Cc2cccc[n+]2CC)C(=O)c2ccccc2OC)OC)CC1.[Cl-],28724,C46H73ClN4O9,861.5462 (826.0927+35.4535),0.0,,0.0,,,0.0,,,,,0.0,
CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,21141,C19H28ClNO6,401.8817,0.0,,0.0,,0.0,,1.0,1.0,,1.0,0.0,1.0
CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,12416,C11H19N5S,253.3671,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,1.0,0.0
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,3518,C17H20N2S,284.4191,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0
Cc1cc(=O)oc2cc(O)cc(O)c12,5078,C10H8O4,192.1681,0.0,0.0,1.0,0.0,,0.0,,,0.0,,1.0,
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,22436,C14H12O6S,308.3065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Nc1nc(Cl)cc(Cl)n1,29380,C4H3Cl2N3,163.9927,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,822,C20H22N8O5,454.4393,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
[O-][N+](=Nc1ccccc1)c1ccccc1,4555,C12H10N2O,198.2206,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,,0.0,0.0
C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,424,C10H9Cl2NO,230.0906,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,1.0,
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,3364,C29H24N4O8,556.5229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl,26913,C27H37ClN2O5,505.0461 (36.4609+468.5851),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,26353,C20H28N4O4,388.4607,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0
CCNCC.O=S(=O)(O)c1cc(O)ccc1O,25559,C10H17NO5S,263.3107 (73.1368+190.1738),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,20362,C13H8Cl2N2O4,327.1196,0.0,,1.0,,,0.0,,,,,1.0,1.0
CCN(CC)C(=S)[S-].O.O.O.[Na+],1275,C5H16NNaO3S2,225.3052 (148.2701+18.0153+18.0153+18.0153+22.9892),0.0,0.0,0.0,,,0.0,,,0.0,1.0,0.0,0.0
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,5231,C15H10O5,270.2369,0.0,,1.0,,1.0,1.0,0.0,,0.0,,1.0,1.0
O=C1CCCN1,7246,C4H7NO,85.1045,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,57,C15H11NO2,237.2533,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,26435,C15H18N4O4S,350.3928,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCSC(=O)N1CCCCCC1,4206,C9H17NOS,187.3024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCC/C=C/C=C/C=O,4911,C10H16O,152.2334,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,,
C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69.[Cl-].[Cl-],25414,C44H50Cl2N4O2,737.7994 (666.8923+35.4535+35.4535),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=CNNC=O,468,C2H4N2O2,88.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,27254,C18H17N3O3,323.3459,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,336,C12H15ClO3,242.6987,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
COc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,27850,C13H9Cl3O2,303.5684,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cc1ccc(N(CCO)CCO)cc1,24650,C11H17NO2,195.2582,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],24214,C19H22BrNO4S2,472.4163 (79.9045+392.5117),0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,
CCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,29125,C8H18F6NP,273.1994 (128.2347+144.9647),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C(O)COc1ccccc1,5873,C8H8O3,152.1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC.[Cl-],15589,C27H60ClNO3Si,510.3087 (474.8552+35.4535),0.0,,0.0,,0.0,,,,,,,
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,2519,C19H19N7O6,441.3975,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,25511,C25H31F3O5S,500.5708,1.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,0.0
Cc1ccc(N)cc1.Cl,1365,C7H10ClN,143.6140 (107.1531+36.4609),0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc2scnc2c1,4586,C7H5NS,135.1863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,25291,C19H20N2O3,324.3737,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,
Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2,678,C16H14O6,302.2788,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
Nc1ccc2ccccc2c1,921,C10H9N,143.1852,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Nc1cccc(C(F)(F)F)c1,4512,C7H6F3N,161.1244,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],27525,C23H35NaO7,446.5096 (423.5203+22.9892),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C/C=C(\C)C(=O)OCc1ccccc1,27130,C12H14O2,190.2384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,24521,C11H9I3N2O4,613.9136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1ncnc2[nH]cnc12,2557,C5H5N5,135.1267,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C=CCNCC=C,4918,C6H11N,97.1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)CCC(=O)O,3602,C4H6O4,118.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,26099,C19H21NO3,311.3749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1,21884,C18H20O4,300.349,0.0,,1.0,,1.0,0.0,0.0,,0.0,,,0.0
Cc1ccc(N)c(C)c1.Cl,1448,C8H12ClN,157.6406 (121.1796+36.4609),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,13187,C20H24ClN,313.8643 (277.4033+36.4609),0.0,0.0,,,0.0,0.0,,,0.0,,,0.0
CCOS(C)(=O)=O,5309,C3H8O3S,124.1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1CCCCCCCCCCOCCCCO1,27703,C15H28O3,256.381,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC(=O)OCCC(=O)O,7834,C6H8O4,144.1253,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0
[Cl-].[Cl-].[SnH2+2],1351,Cl2Sn,189.6160 (118.7089+35.4535+35.4535),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCC[P+](CCCC)(CCCC)CCCC.[Cl-],24616,C16H36ClP,294.8838 (259.4303+35.4535),0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
CC#CCC(C)[C@H](O)/C=C/C1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)C[C@H]12,21046,C22H32O4,360.4871,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
COCCOCCO,5049,C5H12O3,120.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N,25202,C14H16N6O,284.3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COC=O,5609,C2H4O2,60.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
CCCCCCCCCCCCCOP(=O)(O)O,22169,C13H29O4P,280.3407,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,
CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,26180,C21H22F3N3OS,421.4791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
CCOC(=O)C(Br)c1ccccc1,21951,C10H11BrO2,243.0971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CCOC(=O)C1OC1c1ccccc1,5886,C11H12O3,192.2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Cc1cc(O)ccc1Cl,1717,C7H7ClO,142.5829,0.0,0.0,,0.0,1.0,,0.0,,0.0,0.0,,0.0
Br.NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,26780,C28H31BrN2O2,507.4619 (426.5500+80.9119),0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0
CC(c1cc2ccccc2s1)N(O)C(N)=O,3752,C11H12N2O2S,236.2902,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0
CCCC(CCC)C(N)=O,3734,C8H17NO,143.2267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Oc2c(C)c(C)c3c(c2C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O3)C(C)(C)CCC1,26923,C49H76O3,713.1259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0
